GeneName	Geneid	type
RP11-1060J15.4	ENSG00000256377	gene
REP15	ENSG00000174236	gene
RP11-1060J15.5	ENSG00000230519	gene
RP11-1060J15.7	ENSG00000256504	gene
MRPS35	ENSG00000061794	gene
Y_RNA	ENSG00000252585	gene
MANSC4	ENSG00000205693	gene
RP11-860B13.1	ENSG00000256747	gene
KLHDC5	ENSG00000087448	gene
RP11-860B13.3	ENSG00000256512	gene
7SK	ENSG00000201612	gene
RP11-993B23.1	ENSG00000256378	gene
PTHLH	ENSG00000087494	gene
RP11-993B23.3	ENSG00000257042	gene
CCDC91	ENSG00000123106	gene
RP11-967K21.1	ENSG00000247934	gene
RP11-967K21.2	ENSG00000255951	gene
U4	ENSG00000252237	gene
RNA5SP355	ENSG00000202187	gene
RP11-874G11.1	ENSG00000244712	gene
RP11-977P2.1	ENSG00000256513	gene
AC012150.1	ENSG00000222481	gene
RP11-946L16.1	ENSG00000257258	gene
FAR2	ENSG00000064763	gene
RP11-996F15.2	ENSG00000257176	gene
ERGIC2	ENSG00000087502	gene
RP11-677C1.2	ENSG00000257599	gene
OVCH1	ENSG00000187950	gene
TMTC1	ENSG00000133687	gene
RP11-310I24.1	ENSG00000257456	gene
RP11-1110J8.1	ENSG00000242986	gene
U3	ENSG00000253052	gene
RP11-776A13.1	ENSG00000257262	gene
RP11-776A13.3	ENSG00000257756	gene
RNA5SP356	ENSG00000251781	gene
RP11-155I9.1	ENSG00000257932	gene
RP11-776A13.2	ENSG00000258202	gene
IPO8	ENSG00000133704	gene
CAPRIN2	ENSG00000110888	gene
RP11-77I22.2	ENSG00000246331	gene
RP11-77I22.3	ENSG00000235884	gene
RP11-77I22.4	ENSG00000258118	gene
TSPAN11	ENSG00000110900	gene
RP11-551L14.4	ENSG00000226472	gene
RP11-551L14.6	ENSG00000256984	gene
DDX11-AS1	ENSG00000245614	gene
DDX11	ENSG00000013573	gene
SNORA75	ENSG00000212533	gene
RP11-551L14.1	ENSG00000177359	gene
RP11-627K11.1	ENSG00000243517	gene
FAM60A	ENSG00000139146	gene
snoU13	ENSG00000238661	gene
RP11-627K11.3	ENSG00000256176	gene
AC024940.1	ENSG00000177340	gene
RP11-771K4.1	ENSG00000256232	gene
U6	ENSG00000207477	gene
DENND5B	ENSG00000170456	gene
U6	ENSG00000200388	gene
snoU13	ENSG00000239033	gene
RP11-820K3.3	ENSG00000203437	gene
RP11-820K3.4	ENSG00000256159	gene
Y_RNA	ENSG00000201228	gene
RP11-820K3.2	ENSG00000225349	gene
DENND5B-AS1	ENSG00000255867	gene
RNU5F-4P	ENSG00000252390	gene
RPL31P50	ENSG00000231788	gene
AK4P3	ENSG00000233381	gene
METTL20	ENSG00000139160	gene
AMN1	ENSG00000151743	gene
AC023157.1	ENSG00000266482	gene
RP11-467L13.3	ENSG00000267931	gene
RP11-467L13.4	ENSG00000256843	gene
RP11-467L13.5	ENSG00000223722	gene
H3F3C	ENSG00000188375	gene
U6	ENSG00000252421	gene
SNORA25	ENSG00000252204	gene
RP11-428G5.4	ENSG00000256372	gene
RP11-428G5.5	ENSG00000255760	gene
RP11-428G5.6	ENSG00000256465	gene
RP11-428G5.1	ENSG00000244436	gene
AC023050.1	ENSG00000252584	gene
RP11-428G5.2	ENSG00000242314	gene
RP11-428G5.7	ENSG00000256987	gene
KIAA1551	ENSG00000174718	gene
RP11-50I19.1	ENSG00000257094	gene
RP11-843B15.1	ENSG00000257852	gene
RP11-843B15.2	ENSG00000257530	gene
BICD1	ENSG00000151746	gene
RP11-956A19.1	ENSG00000258134	gene
Y_RNA	ENSG00000207176	gene
FGD4	ENSG00000139132	gene
U6	ENSG00000253063	gene
DNM1L	ENSG00000087470	gene
RP11-278C7.2	ENSG00000257643	gene
Y_RNA	ENSG00000201563	gene
RP11-278C7.1	ENSG00000257511	gene
YARS2	ENSG00000139131	gene
PKP2	ENSG00000057294	gene
RP11-8P13.1	ENSG00000244743	gene
RP11-267D19.2	ENSG00000257316	gene
RP11-267D19.1	ENSG00000257435	gene
AC026357.1	ENSG00000238911	gene
SNORD112	ENSG00000251863	gene
SYT10	ENSG00000110975	gene
RP11-438D14.2	ENSG00000259937	gene
AC023158.1	ENSG00000265029	gene
RP11-56H16.1	ENSG00000256070	gene
U6	ENSG00000212475	gene
U6	ENSG00000207026	gene
Y_RNA	ENSG00000201624	gene
RP11-847H18.2	ENSG00000245482	gene
ALG10	ENSG00000139133	gene
AC046130.1	ENSG00000264446	gene
RP11-847H18.3	ENSG00000256538	gene
RP11-313F23.3	ENSG00000255628	gene
RP11-313F23.2	ENSG00000256986	gene
RP11-313F23.1	ENSG00000250788	gene
RP11-313F23.4	ENSG00000255652	gene
RNA5SP357	ENSG00000199654	gene
RP11-313F23.5	ENSG00000258794	gene
RP13-7D7.1	ENSG00000256614	gene
RP11-125N22.4	ENSG00000257794	gene
RP11-125N22.3	ENSG00000257899	gene
RP11-125N22.1	ENSG00000257933	gene
RP11-125N22.2	ENSG00000258368	gene
RP11-297L6.2	ENSG00000257173	gene
RP11-297L6.1	ENSG00000258278	gene
RNA5SP358	ENSG00000199843	gene
RNA5SP359	ENSG00000201708	gene
RP11-266O15.2	ENSG00000254381	gene
RP11-266O15.4	ENSG00000257292	gene
RP11-266O15.3	ENSG00000258360	gene
Y_RNA	ENSG00000253016	gene
ALG10B	ENSG00000175548	gene
AC117372.1	ENSG00000266333	gene
AC087897.1	ENSG00000256878	gene
RP11-804F13.2	ENSG00000257645	gene
RP11-804F13.1	ENSG00000258119	gene
CPNE8	ENSG00000139117	gene
RP11-396F22.1	ENSG00000257718	gene
AC067735.1	ENSG00000252801	gene
RP11-554L12.3	ENSG00000257586	gene
RP11-554L12.2	ENSG00000257237	gene
RP11-554L12.1	ENSG00000258144	gene
KIF21A	ENSG00000139116	gene
AC121334.1	ENSG00000252974	gene
RP11-242C24.2	ENSG00000255991	gene
ABCD2	ENSG00000173208	gene
C12orf40	ENSG00000180116	gene
SLC2A13	ENSG00000151229	gene
AC121336.1	ENSG00000223082	gene
SNORA22	ENSG00000199571	gene
AC121336.2	ENSG00000248865	gene
RPL30P13	ENSG00000229014	gene
RP11-476D10.1	ENSG00000260943	gene
AC079630.2	ENSG00000223914	gene
AC079630.4	ENSG00000225342	gene
LRRK2	ENSG00000188906	gene
AC084290.2	ENSG00000229899	gene
MUC19	ENSG00000205592	gene
RP11-115F18.1	ENSG00000258167	gene
U6	ENSG00000207492	gene
CNTN1	ENSG00000018236	gene
RP11-367O10.1	ENSG00000257680	gene
PDZRN4	ENSG00000165966	gene
RP11-413B19.2	ENSG00000257228	gene
RNA5SP360	ENSG00000252364	gene
RP11-579C11.2	ENSG00000258239	gene
RP11-579C11.1	ENSG00000257858	gene
RP11-630C16.1	ENSG00000257784	gene
RP11-630C16.2	ENSG00000257239	gene
RP11-2A1.1	ENSG00000257128	gene
AC023513.1	ENSG00000222884	gene
GXYLT1	ENSG00000151233	gene
YAF2	ENSG00000015153	gene
AC020629.1	ENSG00000269367	gene
PPHLN1	ENSG00000134283	gene
Metazoa_SRP	ENSG00000241710	gene
RP11-76E16.2	ENSG00000257674	gene
ZCRB1	ENSG00000139168	gene
SNORA74	ENSG00000252917	gene
U6	ENSG00000199886	gene
RP11-328C8.2	ENSG00000257376	gene
Y_RNA	ENSG00000207142	gene
PRICKLE1	ENSG00000139174	gene
RP11-328C8.4	ENSG00000257225	gene
RP11-328C8.5	ENSG00000258068	gene
RP11-609L23.1	ENSG00000257510	gene
RP11-609L23.3	ENSG00000257687	gene
RP11-609L23.2	ENSG00000257405	gene
RP11-25I15.2	ENSG00000257164	gene
RP11-25I15.1	ENSG00000240759	gene
RP11-25I15.3	ENSG00000257114	gene
RP11-547C5.1	ENSG00000257849	gene
RP11-547C5.2	ENSG00000257373	gene
MRPS36P5	ENSG00000257927	gene
RP11-118A3.1	ENSG00000258331	gene
AC079603.1	ENSG00000215993	gene
ADAMTS20	ENSG00000173157	gene
RP11-73B8.1	ENSG00000241251	gene
RP11-73B8.2	ENSG00000257813	gene
EEF1A1P17	ENSG00000257907	gene
RP11-350F4.2	ENSG00000257742	gene
PUS7L	ENSG00000129317	gene
RP11-210N13.1	ENSG00000257896	gene
IRAK4	ENSG00000198001	gene
TWF1	ENSG00000151239	gene
TMEM117	ENSG00000139173	gene
RP11-624G19.1	ENSG00000258212	gene
RP11-46I1.1	ENSG00000257947	gene
RP11-46I1.2	ENSG00000257864	gene
NELL2	ENSG00000184613	gene
Y_RNA	ENSG00000201788	gene
DBX2	ENSG00000185610	gene
RP11-478B9.1	ENSG00000257319	gene
RP11-478B9.3	ENSG00000257331	gene
RP11-478B9.2	ENSG00000257572	gene
RNA5SP361	ENSG00000199556	gene
PLEKHA8P1	ENSG00000134297	gene
RP11-139E19.2	ENSG00000257738	gene
ANO6	ENSG00000177119	gene
RP11-438E8.2	ENSG00000257368	gene
RP11-352M15.1	ENSG00000257657	gene
U6	ENSG00000239178	gene
ARID2	ENSG00000189079	gene
Metazoa_SRP	ENSG00000265093	gene
SCAF11	ENSG00000139218	gene
RP11-101K23.1	ENSG00000239397	gene
SLC38A1	ENSG00000111371	gene
SLC38A2	ENSG00000134294	gene
RP11-474P2.2	ENSG00000258096	gene
RP11-96H19.1	ENSG00000257261	gene
RP11-474P2.4	ENSG00000257496	gene
SLC38A4	ENSG00000139209	gene
AMIGO2	ENSG00000139211	gene
PCED1B	ENSG00000179715	gene
RP11-23J18.1	ENSG00000258352	gene
MIR4698	ENSG00000263838	gene
PCED1B-AS1	ENSG00000247774	gene
RP11-493L12.3	ENSG00000257925	gene
RP11-493L12.4	ENSG00000258181	gene
RP11-493L12.6	ENSG00000258116	gene
SNORA64	ENSG00000199566	gene
RP11-493L12.5	ENSG00000257924	gene
MIR4494	ENSG00000264906	gene
RP1-90J4.1	ENSG00000257906	gene
RP1-90J4.2	ENSG00000258369	gene
RP1-90J4.3	ENSG00000257807	gene
RP3-432I18.1	ENSG00000257905	gene
RPAP3	ENSG00000005175	gene
RP1-197B17.3	ENSG00000257433	gene
ENDOU	ENSG00000111405	gene
RAPGEF3	ENSG00000079337	gene
SLC48A1	ENSG00000211584	gene
HDAC7	ENSG00000061273	gene
AC004466.1	ENSG00000268069	gene
RP5-1057I20.2	ENSG00000257488	gene
VDR	ENSG00000111424	gene
RP11-89H19.1	ENSG00000205537	gene
TMEM106C	ENSG00000134291	gene
COL2A1	ENSG00000139219	gene
RP1-228P16.3	ENSG00000258203	gene
RP1-228P16.4	ENSG00000257985	gene
RP1-228P16.5	ENSG00000257955	gene
SENP1	ENSG00000079387	gene
RP1-228P16.1	ENSG00000240399	gene
U6	ENSG00000222635	gene
RP1-228P16.7	ENSG00000226138	gene
PFKM	ENSG00000152556	gene
ASB8	ENSG00000177981	gene
RP11-474C8.3	ENSG00000258051	gene
RP11-474C8.4	ENSG00000257885	gene
RP11-474C8.5	ENSG00000257848	gene
C12orf68	ENSG00000177875	gene
DKFZP779L1853	ENSG00000269514	gene
OR10AD1	ENSG00000172640	gene
RP11-370I10.2	ENSG00000258234	gene
H1FNT	ENSG00000187166	gene
RP11-370I10.4	ENSG00000258273	gene
ZNF641	ENSG00000167528	gene
RP11-370I10.6	ENSG00000257735	gene
RP11-370I10.7	ENSG00000257763	gene
AC024257.1	ENSG00000269282	gene
RP11-762H13.1	ENSG00000258024	gene
RP11-370I10.8	ENSG00000257792	gene
OR8T1P	ENSG00000226413	gene
ANP32D	ENSG00000139223	gene
C12orf54	ENSG00000177627	gene
RP11-722P11.4	ENSG00000258121	gene
RPS10P20	ENSG00000240443	gene
OR8S1	ENSG00000197376	gene
RP11-722P11.6	ENSG00000198678	gene
LALBA	ENSG00000167531	gene
OR11M1P	ENSG00000224709	gene
KANSL2	ENSG00000139620	gene
SNORA34	ENSG00000221491	gene
SNORA2A	ENSG00000206612	gene
SNORA2B	ENSG00000207313	gene
CCNT1	ENSG00000129315	gene
RP11-579D7.1	ENSG00000257987	gene
ADCY6	ENSG00000174233	gene
RP11-579D7.2	ENSG00000257653	gene
MIR4701	ENSG00000264201	gene
RP11-579D7.4	ENSG00000257660	gene
Y_RNA	ENSG00000207467	gene
CACNB3	ENSG00000167535	gene
DDX23	ENSG00000174243	gene
RND1	ENSG00000172602	gene
U6	ENSG00000199394	gene
RP11-302B13.1	ENSG00000239617	gene
ARF3	ENSG00000134287	gene
CCDC65	ENSG00000139537	gene
FKBP11	ENSG00000134285	gene
AC073610.5	ENSG00000255863	gene
Y_RNA	ENSG00000201678	gene
AC073610.1	ENSG00000224453	gene
snoU13	ENSG00000238395	gene
WNT10B	ENSG00000169884	gene
U6	ENSG00000200303	gene
WNT1	ENSG00000125084	gene
DDN	ENSG00000181418	gene
RP11-386G11.3	ENSG00000258283	gene
RP11-386G11.5	ENSG00000257913	gene
PRKAG1	ENSG00000181929	gene
MLL2	ENSG00000167548	gene
RHEBL1	ENSG00000167550	gene
DHH	ENSG00000139549	gene
RP11-386G11.8	ENSG00000257346	gene
LMBR1L	ENSG00000139636	gene
RP11-386G11.10	ENSG00000258017	gene
TUBA1B	ENSG00000123416	gene
Y_RNA	ENSG00000200309	gene
TUBA1A	ENSG00000167552	gene
TUBA1C	ENSG00000167553	gene
RP11-977B10.2	ENSG00000258101	gene
RP11-161H23.5	ENSG00000258232	gene
RP11-161H23.11	ENSG00000257960	gene
RP11-161H23.9	ENSG00000258334	gene
PRPH	ENSG00000135406	gene
TROAP	ENSG00000135451	gene
C1QL4	ENSG00000186897	gene
DNAJC22	ENSG00000178401	gene
SPATS2	ENSG00000123352	gene
RP11-161H23.10	ENSG00000257954	gene
RP11-161H23.8	ENSG00000257464	gene
KCNH3	ENSG00000135519	gene
MCRS1	ENSG00000187778	gene
PRPF40B	ENSG00000110844	gene
RP11-133N21.10	ENSG00000257964	gene
FAM186B	ENSG00000135436	gene
U6	ENSG00000199237	gene
POLR2KP1	ENSG00000258284	gene
RP11-133N21.7	ENSG00000257243	gene
HIGD1AP9	ENSG00000258104	gene
FMNL3	ENSG00000161791	gene
TMBIM6	ENSG00000139644	gene
RP11-133N21.12	ENSG00000257570	gene
LSM6P2	ENSG00000257730	gene
NCKAP5L	ENSG00000167566	gene
BCDIN3D-AS1	ENSG00000258057	gene
BCDIN3D	ENSG00000186666	gene
RP11-70F11.7	ENSG00000257253	gene
RP11-70F11.2	ENSG00000242041	gene
FAIM2	ENSG00000135472	gene
RP11-70F11.11	ENSG00000258135	gene
RP11-70F11.8	ENSG00000257771	gene
AQP2	ENSG00000167580	gene
RP11-469H8.6	ENSG00000257588	gene
RP11-469H8.8	ENSG00000257378	gene
AQP5	ENSG00000161798	gene
AQP6	ENSG00000086159	gene
RACGAP1	ENSG00000161800	gene
ASIC1	ENSG00000110881	gene
SMARCD1	ENSG00000066117	gene
GPD1	ENSG00000167588	gene
COX14	ENSG00000178449	gene
orphan	ENSG00000257755	gene
CERS5	ENSG00000139624	gene
RP11-411N4.1	ENSG00000257291	gene
LIMA1	ENSG00000050405	gene
RP3-405J10.3	ENSG00000257298	gene
RP3-405J10.2	ENSG00000257531	gene
RP3-405J10.4	ENSG00000257256	gene
MIR1293	ENSG00000221604	gene
U6	ENSG00000212496	gene
AC008147.2	ENSG00000203433	gene
AC008147.1	ENSG00000203432	gene
AC140061.11	ENSG00000203431	gene
AC140061.10	ENSG00000203430	gene
AC140061.12	ENSG00000269529	gene
AC140061.9	ENSG00000203428	gene
AC140061.8	ENSG00000203427	gene
AC140061.7	ENSG00000203426	gene
AC140061.1	ENSG00000196082	gene
AC140061.6	ENSG00000203425	gene
AC140061.5	ENSG00000203424	gene
AC140061.4	ENSG00000203423	gene
AC140061.3	ENSG00000203422	gene
AC140061.2	ENSG00000203421	gene
FAM186A	ENSG00000185958	gene
RP11-112N23.1	ENSG00000244266	gene
LARP4	ENSG00000161813	gene
DIP2B	ENSG00000066084	gene
U6	ENSG00000207136	gene
U6	ENSG00000200183	gene
Y_RNA	ENSG00000200428	gene
ATF1	ENSG00000123268	gene
Metazoa_SRP	ENSG00000243075	gene
TMPRSS12	ENSG00000186452	gene
METTL7A	ENSG00000185432	gene
Y_RNA	ENSG00000199740	gene
HIGD1C	ENSG00000214511	gene
SLC11A2	ENSG00000110911	gene
U6	ENSG00000206830	gene
U6	ENSG00000199903	gene
LETMD1	ENSG00000050426	gene
CSRNP2	ENSG00000110925	gene
TFCP2	ENSG00000135457	gene
RP11-416A17.1	ENSG00000244540	gene
RP11-416A17.6	ENSG00000257246	gene
Y_RNA	ENSG00000200953	gene
U6	ENSG00000199824	gene
POU6F1	ENSG00000184271	gene
AC139768.1	ENSG00000269339	gene
DAZAP2	ENSG00000183283	gene
SMAGP	ENSG00000170545	gene
BIN2	ENSG00000110934	gene
CELA1	ENSG00000139610	gene
GALNT6	ENSG00000139629	gene
SLC4A8	ENSG00000050438	gene
SCN8A	ENSG00000196876	gene
RP11-199A1.1	ENSG00000257851	gene
RP11-923I11.3	ENSG00000260122	gene
RP11-923I11.1	ENSG00000260415	gene
RP11-923I11.6	ENSG00000261586	gene
RP11-923I11.7	ENSG00000261308	gene
RP11-923I11.4	ENSG00000260473	gene
RP11-923I11.5	ENSG00000259887	gene
ANKRD33	ENSG00000167612	gene
RP11-1100L3.4	ENSG00000258021	gene
ACVRL1	ENSG00000139567	gene
ACVR1B	ENSG00000135503	gene
U6	ENSG00000206992	gene
GRASP	ENSG00000161835	gene
NR4A1	ENSG00000123358	gene
RP11-1100L3.8	ENSG00000259884	gene
C12orf44	ENSG00000123395	gene
RP11-1100L3.7	ENSG00000257663	gene
OR7E5P	ENSG00000257542	gene
RP1-288H2.2	ENSG00000257989	gene
AC078864.1	ENSG00000265009	gene
AC078864.2	ENSG00000265804	gene
KRT80	ENSG00000167767	gene
RP11-845M18.3	ENSG00000257137	gene
LINC00592	ENSG00000258279	gene
RP11-845M18.8	ENSG00000257649	gene
KRT7	ENSG00000135480	gene
RP3-416H24.1	ENSG00000257671	gene
KRT86	ENSG00000170442	gene
KRT121P	ENSG00000135477	gene
RP11-845M18.7	ENSG00000257830	gene
KRT86	ENSG00000258832	gene
RP11-259K21.3	ENSG00000257540	gene
KRT81	ENSG00000205426	gene
RP11-845M18.6	ENSG00000257829	gene
KRT83	ENSG00000170523	gene
AC121757.1	ENSG00000267873	gene
KRT85	ENSG00000135443	gene
KRT84	ENSG00000161849	gene
RP3-416H24.4	ENSG00000258253	gene
KRT82	ENSG00000161850	gene
RP11-1020M18.10	ENSG00000257500	gene
KRT124P	ENSG00000257844	gene
KRT75	ENSG00000170454	gene
KRT6B	ENSG00000185479	gene
KRT6C	ENSG00000170465	gene
KRT6A	ENSG00000205420	gene
KRT5	ENSG00000186081	gene
AC055736.1	ENSG00000268716	gene
KRT71	ENSG00000139648	gene
KRT74	ENSG00000170484	gene
KRT72	ENSG00000170486	gene
RP11-641A6.2	ENSG00000257495	gene
KRT73	ENSG00000186049	gene
RP11-593B8.3	ENSG00000258120	gene
KRT2	ENSG00000172867	gene
KRT1	ENSG00000167768	gene
KRT77	ENSG00000189182	gene
RP11-641A6.3	ENSG00000257700	gene
RP11-641A6.4	ENSG00000257402	gene
RP11-641A6.5	ENSG00000257616	gene
RP11-641A6.6	ENSG00000258036	gene
RP11-641A6.8	ENSG00000257343	gene
RP11-641A6.9	ENSG00000257675	gene
RP11-641A6.7	ENSG00000257125	gene
ARL2BPP2	ENSG00000258071	gene
KRT76	ENSG00000185069	gene
RP11-153F5.2	ENSG00000257404	gene
KRT3	ENSG00000186442	gene
KRT4	ENSG00000170477	gene
KRT79	ENSG00000185640	gene
RP11-153F5.3	ENSG00000257389	gene
KRT78	ENSG00000170423	gene
RPL7P41	ENSG00000241146	gene
KRT8	ENSG00000170421	gene
KRT18	ENSG00000111057	gene
AC107016.2	ENSG00000265039	gene
AC107016.1	ENSG00000225410	gene
EIF4B	ENSG00000063046	gene
RP11-983P16.2	ENSG00000257475	gene
RP11-983P16.4	ENSG00000257337	gene
TENC1	ENSG00000111077	gene
SPRYD3	ENSG00000167778	gene
IGFBP6	ENSG00000167779	gene
SOAT2	ENSG00000167780	gene
VTI1BP3	ENSG00000258074	gene
U6	ENSG00000238669	gene
HIGD1AP1	ENSG00000258016	gene
RP11-1136G11.6	ENSG00000257790	gene
CSAD	ENSG00000139631	gene
RP11-1136G11.7	ENSG00000257479	gene
RP11-1136G11.8	ENSG00000257808	gene
ZNF740	ENSG00000139651	gene
ITGB7	ENSG00000139626	gene
RARG	ENSG00000172819	gene
MFSD5	ENSG00000182544	gene
ESPL1	ENSG00000135476	gene
PFDN5	ENSG00000123349	gene
RP11-680A11.5	ENSG00000257605	gene
C12orf10	ENSG00000139637	gene
AAAS	ENSG00000094914	gene
SP7	ENSG00000170374	gene
SP1	ENSG00000185591	gene
AMHR2	ENSG00000135409	gene
PRR13	ENSG00000205352	gene
RP11-793H13.8	ENSG00000257379	gene
PCBP2	ENSG00000197111	gene
RP11-793H13.9	ENSG00000258351	gene
MAP3K12	ENSG00000139625	gene
TARBP2	ENSG00000139546	gene
NPFF	ENSG00000139574	gene
RP11-793H13.10	ENSG00000267281	gene
ATF7	ENSG00000170653	gene
RP11-793H13.4	ENSG00000257117	gene
RP11-793H13.3	ENSG00000257550	gene
ATP5G2	ENSG00000135390	gene
RP11-972K6.1	ENSG00000213470	gene
CALCOCO1	ENSG00000012822	gene
RP11-686F15.3	ENSG00000260492	gene
RP11-686F15.2	ENSG00000260030	gene
SNORD81	ENSG00000223213	gene
7SK	ENSG00000253053	gene
HOXC-AS5	ENSG00000249641	gene
HOXC13	ENSG00000123364	gene
HOXC12	ENSG00000123407	gene
HOTAIR	ENSG00000228630	gene
HOXC11	ENSG00000123388	gene
HOXC-AS3	ENSG00000251151	gene
HOXC10	ENSG00000180818	gene
HOXC5	ENSG00000172789	gene
HOXC6	ENSG00000197757	gene
MIR196A2	ENSG00000207924	gene
HOXC9	ENSG00000180806	gene
HOXC-AS2	ENSG00000250133	gene
HOXC-AS1	ENSG00000250451	gene
HOXC8	ENSG00000037965	gene
HOXC4	ENSG00000198353	gene
AC012531.25	ENSG00000260597	gene
MIR615	ENSG00000207571	gene
RP11-834C11.3	ENSG00000248265	gene
RP11-834C11.7	ENSG00000250654	gene
RP11-834C11.6	ENSG00000249388	gene
RP11-834C11.5	ENSG00000250432	gene
Y_RNA	ENSG00000202146	gene
RP11-834C11.4	ENSG00000250742	gene
RP11-834C11.11	ENSG00000260470	gene
RP11-834C11.10	ENSG00000257534	gene
RP11-834C11.8	ENSG00000248576	gene
SMUG1	ENSG00000123415	gene
CBX5	ENSG00000094916	gene
MIR3198-2	ENSG00000265371	gene
Metazoa_SRP	ENSG00000241785	gene
RP11-968A15.2	ENSG00000257596	gene
RP11-968A15.8	ENSG00000258344	gene
HNRNPA1	ENSG00000135486	gene
NFE2	ENSG00000123405	gene
COPZ1	ENSG00000111481	gene
U6	ENSG00000207381	gene
MIR148B	ENSG00000199122	gene
Metazoa_SRP	ENSG00000264028	gene
RP11-753H16.3	ENSG00000258137	gene
RP11-753H16.5	ENSG00000258086	gene
GPR84	ENSG00000139572	gene
ZNF385A	ENSG00000161642	gene
ITGA5	ENSG00000161638	gene
RP11-753H16.4	ENSG00000257477	gene
GTSF1	ENSG00000170627	gene
NCKAP1L	ENSG00000123338	gene
RP11-1049A21.2	ENSG00000257824	gene
PDE1B	ENSG00000123360	gene
PPP1R1A	ENSG00000135447	gene
GLYCAM1	ENSG00000257780	gene
LACRT	ENSG00000135413	gene
DCD	ENSG00000161634	gene
RP11-850F7.7	ENSG00000257634	gene
MUCL1	ENSG00000172551	gene
TESPA1	ENSG00000135426	gene
RP11-616L12.1	ENSG00000257870	gene
NEUROD4	ENSG00000123307	gene
OR9K1P	ENSG00000196534	gene
RP11-616L12.4	ENSG00000257350	gene
OR9K2	ENSG00000170605	gene
OR9R1P	ENSG00000224622	gene
OR10U1P	ENSG00000227423	gene
OR10A7	ENSG00000179919	gene
OR6C74	ENSG00000197706	gene
OR6C69P	ENSG00000213451	gene
OR6C72P	ENSG00000205331	gene
OR6C6	ENSG00000188324	gene
OR6C5P	ENSG00000230307	gene
OR6C1	ENSG00000205330	gene
OR6C3	ENSG00000205329	gene
OR6C7P	ENSG00000257757	gene
OR6C75	ENSG00000187857	gene
OR6C71P	ENSG00000203408	gene
OR6C66P	ENSG00000233606	gene
OR6C73P	ENSG00000257414	gene
OR6C65	ENSG00000205328	gene
PHC1P1	ENSG00000179899	gene
OR6C76	ENSG00000185821	gene
RP11-110A12.2	ENSG00000258763	gene
OR6C2	ENSG00000179695	gene
OR6C70	ENSG00000184954	gene
OR6C68	ENSG00000205327	gene
OR6C64P	ENSG00000234670	gene
OR6C4	ENSG00000179626	gene
AC009779.1	ENSG00000266016	gene
OR2AP1	ENSG00000179615	gene
OR10P1	ENSG00000175398	gene
RP11-644F5.16	ENSG00000258921	gene
RP11-644F5.15	ENSG00000258907	gene
METTL7B	ENSG00000170439	gene
ITGA7	ENSG00000135424	gene
RP11-644F5.10	ENSG00000258311	gene
BLOC1S1	ENSG00000135441	gene
RDH5	ENSG00000135437	gene
CD63	ENSG00000135404	gene
RP11-644F5.11	ENSG00000258056	gene
RP11-644F5.12	ENSG00000257384	gene
GDF11	ENSG00000135414	gene
SARNP	ENSG00000205323	gene
RP11-762I7.5	ENSG00000257390	gene
RP11-762I7.4	ENSG00000257509	gene
ORMDL2	ENSG00000123353	gene
DNAJC14	ENSG00000135392	gene
TMEM198B	ENSG00000182796	gene
MMP19	ENSG00000123342	gene
RP11-670P16.3	ENSG00000257966	gene
U1	ENSG00000207339	gene
GSTP1P1	ENSG00000257569	gene
WIBG	ENSG00000170473	gene
DGKA	ENSG00000065357	gene
RP11-973D8.3	ENSG00000258862	gene
PMEL	ENSG00000185664	gene
CDK2	ENSG00000123374	gene
RP11-973D8.4	ENSG00000258554	gene
RAB5B	ENSG00000111540	gene
RP11-603J24.7	ENSG00000237493	gene
AC034102.1	ENSG00000255990	gene
SUOX	ENSG00000139531	gene
IKZF4	ENSG00000123411	gene
RP11-603J24.4	ENSG00000257449	gene
RPS26	ENSG00000197728	gene
ERBB3	ENSG00000065361	gene
PA2G4	ENSG00000257411	gene
PA2G4	ENSG00000170515	gene
RP11-603J24.17	ENSG00000257553	gene
RPL41	ENSG00000229117	gene
ZC3H10	ENSG00000135482	gene
ESYT1	ENSG00000139641	gene
RP11-603J24.6	ENSG00000258345	gene
RP11-603J24.5	ENSG00000258317	gene
RP11-603J24.14	ENSG00000257809	gene
MYL6B	ENSG00000196465	gene
RP11-603J24.18	ENSG00000257309	gene
MYL6	ENSG00000092841	gene
RP11-977G19.5	ENSG00000258199	gene
SMARCC2	ENSG00000139613	gene
Metazoa_SRP	ENSG00000266023	gene
RNF41	ENSG00000181852	gene
NABP2	ENSG00000139579	gene
SLC39A5	ENSG00000139540	gene
ANKRD52	ENSG00000139645	gene
COQ10A	ENSG00000135469	gene
RP11-977G19.14	ENSG00000258260	gene
CS	ENSG00000062485	gene
CNPY2	ENSG00000144785	gene
RP11-977G19.11	ENSG00000257303	gene
RP11-977G19.12	ENSG00000257740	gene
CNPY2	ENSG00000257727	gene
PAN2	ENSG00000135473	gene
IL23A	ENSG00000110944	gene
STAT2	ENSG00000170581	gene
RNU7-40P	ENSG00000252206	gene
APOF	ENSG00000175336	gene
RP11-348M3.2	ENSG00000259099	gene
TIMELESS	ENSG00000111602	gene
MIP	ENSG00000135517	gene
SPRYD4	ENSG00000176422	gene
GLS2	ENSG00000135423	gene
RP11-153M3.1	ENSG00000257576	gene
RBMS2	ENSG00000076067	gene
U6	ENSG00000201579	gene
BAZ2A	ENSG00000076108	gene
ATP5B	ENSG00000110955	gene
